permutation,score,elapsed_seconds,n_fits,fit_convergence_issues,warnings,labels_sha256
203,0.43426765196278722,90.244218220999755,370,0,0,18188d23767905489d8f90c3ddefa1c81c5f4789c8108ad1b5694b58ee17918b
204,0.38285736410196569,87.923606296997605,370,0,0,60501a25a8254ba1b4e574251df0c123ff6ed314fefde8d6b87beeca70219223
205,0.42981865998012198,87.90767840099943,370,0,0,d1c93174bf953526f1550e50900598d2ff7dc75bf3aae716b3a9c848e50811e6
206,0.41099599416529048,86.850931591001427,370,0,0,1e6dc7b6362e88342b4ea70aec01c2fa038dcdd2ba2aae4c7c38111aae1ed5fb
207,0.36270388234002437,90.169860139998477,370,0,0,ebdd62e11fe63ab558eaf7641f49e36d66a51908aa173fb1813eb1929de1319c
208,0.34451298616581699,90.453704862000436,370,0,0,a132859d7d24e1b11ba54efcfa2aab2d310476e3c380e505756c4d95cb9023ac
209,0.34921235358201141,87.225153485000192,370,0,0,2d29f024d590408b534898f22076845d1736d7416c4b616238061a8f1b7e024d
210,0.40854893792468361,91.1539337079994,370,0,0,f99b2fbe96db640530dcdf14d6c67f8d09974f1a972145f885594c26829aaefb
211,0.38566538381528359,87.241440097001032,370,0,0,2474e4e15eef040f5708debb77b7ed3391dcb04db785cf0aa260d2e29501b882
212,0.42462509284818978,86.316281546001846,370,0,0,85d253344d533c8c6f7b9d6105a4d8c4f748c08ac67bbfa764ec83bdcd211642
213,0.33882753658593251,91.465903855998477,370,0,0,48cc217b4e73bbd7b3c33186e59ad93355596228b405208a10d44782776c49d5
214,0.4194936253127966,87.717413916001533,370,0,0,7e85056b8dd9816e6c8b52de1ebf7975963ac7559d4c37b9ecc6bb1408bf8a0e
215,0.44679322571467639,88.587140479001391,370,0,0,16a4b0a2eb464b871966499bec00d445958abbca8659a822432461e26201c4ac
216,0.3919395600880391,86.090656814998511,370,0,0,0bac536fbe8ac59383e401c6b67e88dec9b3316d581ab0b1db66cf721598346b
217,0.4514072623380197,87.179218704000959,370,0,0,d5661b3f8c9a72278ca315ee1e7c4cf80efa803e5589221ad87db6e5c99e55f0
218,0.34975248104608109,91.220544562998839,370,0,0,273c1c4263f870c76c7bb74a463fcc5fcf9469d8fca60989b2bddc6e61562dc3
219,0.40407930895512062,91.884542676998535,370,0,0,7e019fed234c4fa226a47f55c5883138f5d128ef2b2bfe5afa0324e171b33075
220,0.43593602562677369,95.917175465998298,370,0,0,9b97f7a5f09f6d6d33015fed39678c9845ba4fabcad23f04fe884122effd9f26
221,0.46746356790280519,91.823832734000462,370,0,0,1b4356f4dce9eae54892eacc2ace09898cc2c281cf5e97e4354708d14c3a612c
222,0.43959480825771752,95.431067162000559,370,0,0,6c5a3ce270838c7588acf545e56ee9c5aa97c3b32a8c2ce810427b32111079a4
223,0.39575437896229748,97.175851620002504,370,0,0,37e2648c7edaf1e93df45a9a94b550dbcc6ecca76b483e9989794120fd9384d9
224,0.38827072472696522,89.904411532999802,370,0,0,c705c9482c30a21a87dab11b2486e10ad4a79d23b5874f8017adcb0eff4b8c90
225,0.41403354598723319,92.499671921999834,370,0,0,da100fc3cfd735a847a7e78506f6d72f141c4c2e7c488826edd7f99a76ef4e25
226,0.40852694014577451,93.238914221998115,370,0,0,af3893f949708bf64a7399bc89b6c78bcefa34ba1c89fa039ecc3b8d89e0fcb1
227,0.39047756372419262,93.214907211000536,370,0,0,c0649c0cfd306b6ec6884449a9ce926b7f12988fde21a6c9a67161f888249146
228,0.36959256499326959,95.085543384000644,370,0,0,f97a682df4f254fd5fb735390ed52a025ec0d1712094681afd6b503c6ee19f0e
229,0.37996085540970409,90.936270348000122,370,0,0,66b21da036606bee0420b30385baa127f28e3c49ff36b5efbe3bdfb2a991bc26
230,0.40461700442815818,93.996383690002403,370,0,0,0743f7361a18d41f66c7420b4938f3337842c9142b49b6516fb55cf8e86ec73d
231,0.3527266378818964,89.93647681800212,370,0,0,d879cf05b00473cf5db28b9871ce827c1ff08336b6d8d94f5a9e0a4a0d153f90
232,0.4249768323926062,94.015024904998441,370,0,0,6041d1f77f5cc1ab4ba49c056423f53bced05cc6eab147385834751c5c6e5f41
233,0.3731515538049428,90.471592492998766,370,0,0,27e8f04c890eeceaf633ad3ae1e4c9b427612d0fca6a07a287fba2fbbd20e87f
234,0.37298958371586888,93.073569837000846,370,0,0,e0092adb7f56a939606dc48cddd0b27fc3b55be2c043c7345b1d59d079e74ee0
235,0.3766139881756686,90.596703946997877,370,0,0,d9c835c60a514adb9ac005cac869df76fe354a2405ce1403bb7d3f2aa53c5f66
236,0.40210911796937659,90.324564951999477,370,0,0,4df63f01d6c1b5fb5aa327d6b0be88490b24646968d3d75f458d42efbf6d973a
237,0.4120136095588699,91.099129359001381,370,0,0,a9c28acd030e4466485b67e76de6f0a60e4ded3e7f30d82d97a599c6bab1bcdb
238,0.3563796794860784,93.075524556999881,370,0,0,1395485351af5c456d55b4f57398898b21a33a2877506ff621689a6a9d98d3f7
239,0.3698858113914173,91.289965165000481,370,0,0,df4a772e0fadf0720f510a9cab5d9f4296c1b2ca746daa2e5aab7cbe1aec837c
240,0.39772006578229158,88.761673897999572,370,0,0,b2b58dbef2f097438d04632f416e0db2da67835c0a44a8e8829b5dcd2f8225db
241,0.38694304138796948,89.823252027999843,370,0,0,2547e92ec251977f61d4fc0fdf21dee3cb849906b7afcd0c078ba668a7d60241
242,0.39381538528361182,91.699115559000361,370,0,0,03ef87563e63843c1e7d7e422347a0693c78f21f6ccf679da6e9d949cd2319e2
243,0.39708115659807369,92.065104459001304,370,0,0,0c6cb4260e1803ff320f80e063783110a445efda45050eec6d13b8bd7d83dfa2
244,0.37336159813418301,93.051710321997234,370,0,0,fb794988a05d32f06c411ebf4a90fa208c0414eb683af58185a608cb03d414d6
245,0.41129531066847941,94.125138793002407,370,0,0,820342cdcabb141c7b8b749e7c5e6b272fb872c0f133e513b3f6f87f86db6571
246,0.39402177411313227,90.339598457001557,370,0,0,491287321bfc1519db2fc897c787fb4b4b28cd204c4cbb904c95887a7b5efcb1
247,0.40965503440451778,89.287987103998603,370,0,0,70b76fab22b1fc0561d3ea4fb581836559b2029637935ce1985d8231894d3cf1
248,0.42912430968806198,86.911715311001899,370,0,0,2722ee26432d600ad41fb1313bed9d43618d46a005ea7677e3e9c85e7d7c8a1c
249,0.376736172877847,88.527108443999168,370,0,0,5aab4f53025f878f6a088082fdc8f05b138eb38747b37ab708843e96394d2d9a
250,0.40283552287018298,92.181254356000863,370,0,0,36b74c7c9ac818c2918f7a7ee7ae4e7356f1b20ff13762f2f05107323f2b650a
251,0.41632943329907329,85.483574466998107,370,0,0,94dd9fd43520194990d38fb65af9d0c67dddfc6b0433b43a6b54a9fc10f6fc8a
252,0.4732230200980091,83.854408695999155,370,0,0,f5fb4d7da22fc2f60694348aae589702e22cf14bc661bfda184bdd3bf3d1d88a
253,0.43281149987812562,84.122377224000957,370,0,0,0f14d39acf2e0091282a2f244d52e27099a34f40c32290de2d3ddbaef960931f
254,0.37819719263656459,90.565087464001394,370,0,0,5878460ab01a751cc23206285d38e63cfe177d91a28671923fd247e7f128ffa2
255,0.3865021725308016,86.630147513002157,370,0,0,655839d5284d8da2c7fbfac39dc346e212e55eb6f1ab777a13e894c040b8b86a
256,0.40985226110481388,87.885230207000859,370,0,0,7e2bf34cc472c500b1811ef2dffb6bba42c12492d90012eda867949e0007e81d
257,0.42316544213385848,90.747263765999378,370,0,0,ec2ea9e2bc2e1c826b9de39e9ed1585284e1d41b7377e210017f54e0c4808f4b
258,0.43210095378510238,92.587960339002166,370,0,0,3a112c39a21a4606bebc2d0e00933b2ea395eb2b0a88aa86ef311c303108f28d
259,0.38476259794507089,91.27483812599894,370,0,0,f2a83c9ace4386ec476ff7057bf825fc98b499184e989df1cd948f6b451ff7c1
260,0.43651298203084021,87.13313984299748,370,0,0,21baa39ab0ea8827aabb45189e402936c4fd843325fff739e4cc322c723532b1
261,0.3634089118729017,90.459407111000473,370,0,0,824d23088ccfb56966399712f15688b8dfdeebd67a2a211d0e4e7db765803473
262,0.44481200112455499,85.598021109999536,370,0,0,8228c5e7b5fbec59336ca4f975d6a66c920bbc84df5e9a40c5f74b6b02202ac4
263,0.43315029538797961,88.541963673000282,370,0,0,041abcaa8c9de2c426f3ee9b6c6957625ebae760d84cce286cd58f0e53271637
264,0.38350516178092892,87.605423501001496,370,0,0,5209ae8cc40c10572d1bcdb6a2d98bb43aa8bd82f68c3522d997c16940cb009b
265,0.39324239159212759,88.525950072998967,370,0,0,a10fabf5f280cc84e0c0a13965a0a460133e39c62c4207acd72495a2fa0f8a18
266,0.43692324184881071,87.158460075999756,370,0,0,414c4b8f835f5e71d20e71eedd747e99328062075f059590fb0b67723c624702
267,0.38636106311538632,89.810857639997266,370,0,0,529d0a55bb1dc459043d9841eb084a0a99665ea870a1144e7770b91acce47941
268,0.40794124975908058,90.575364937001723,370,0,0,e41e720d6e4b30c2ee025eb31eb359e758cfc284fe7f34d22a2f734c6f649149
269,0.36365952900886822,94.248914938998496,370,0,0,98d64e326e975121b63e5baf6a192a49e99a8fbb05093aea1eed5655c9a78caf
270,0.4348205414695685,92.409418334998918,370,0,0,e8a82da60d6f0189a6a181f499ce172c12954de14ef1af49b28b11382b2b7a09
271,0.41166804345353042,89.502926966000814,370,0,0,e39d9842a5bf836c8f163836389ce50dcb30c21e45e8d7b2629855568def0a96
272,0.4318254389040756,94.603984724999464,370,0,0,9964d97c46a0cf3aaac4cf7b77599dd4b67bfe0414b88a0e3c61b3e276653a55
273,0.38901964412529849,93.157300105001923,370,0,0,36a0438c571906b65f2a80f9533d54f10d6833a90b30c14566612cb29bf304da
274,0.49983776476163327,101.62820511999962,370,0,0,d0fee8e4aa4e5ff74d5684a36def684b614770ffe60e6a811031d7d4a9610bb2
275,0.41800984534621471,100.64540750900051,370,0,0,03b0e9681ce3b1d05e0687498cc73e77553b0ec5e00a16faea5885373725fc84
276,0.35269576187368301,98.947454755998479,370,0,0,b048b5447a2123b2c596913c7df76b6a6c6d59fa90e57610d4effc026cd5185e
277,0.42619651958036447,100.20015963400148,370,0,0,cf2c7ccd04ac6683938afa56d9ace0ef588f8fb4e80e60a49ee9676fe4737244
278,0.38804069616709758,104.74733069600188,370,0,0,edefff36c910031f61657fb0187e3a9ec61d4a09adedc0bde994b1f159566123
279,0.42142245646938731,108.65723935999996,370,0,0,14cf201b86a1c7eec62d4d8998e2981fd4851631d5f5c849bfd7e80409b218f8
280,0.40240283422054529,109.44649137899978,370,0,0,d9979e89151ce90de01129316abc3d87966505e3c3c6ee604d20befa6ca35e28
281,0.38651837548032841,106.10501140899942,370,0,0,45a1e7650f721fc46af6a6847143450d8993b814fcabe815dd0a0ae918bfede3
282,0.41609845461711348,106.12402928699883,370,0,0,f6ef2b5bcff430963310710d63e3ee047f94a1475bae0c2c1d6a8b218d27b2b2
283,0.45427599635155541,103.56778153599952,370,0,0,14448dec17c796b550f1ff805442f18ffaf3fe942bdd024892d338baa214d24a
284,0.38443761026073991,105.41917219400057,370,0,0,4d62a15207c3650aa22497f110d16e26235197e2eab81a1dcce417287d9efb42
285,0.3555298206948504,103.82573926799888,370,0,0,a715a3f1c39bfc7df1c8836cee9f287d80e251f026b047639c5a2b88d7c539f5
286,0.39386969870739358,101.122609733,370,0,0,401b4f5a57e943c96b68b21c70417495ca85c3f6c1c5dbcd00a2d54bb2d223c7
287,0.42267556662875611,104.76949609700024,370,0,0,a3932d1865697162381acccd8e57b813f4d5aa2399d6f3bbedb9a4cd1b72af14
288,0.38674887326981078,104.14971502700064,370,0,0,108c26bcabf4cfef0a421331d7d1e035aa820d474bc45ebd3494557dad5eb7c9
289,0.42747107414182228,107.33122518099844,370,0,0,a6fa56a08eb82db6608eb678de6574e7e39b256191bcc1da39d40cf8e01aa62a
290,0.4498147706950773,105.48629311900004,370,0,0,33a20ee245b26134212e62815494cbf4911c8e7fe666be8f89fd2782a8e89140
291,0.37708847052444761,103.33204392699918,370,0,0,7f4302e68fd23719a866ec48858fcf67b168e00bc2cdba50007ab5ff4d4a9958
292,0.37548028842597059,110.79438179000137,370,0,0,d2e5e325aa26e71f86d369224e44c7e5e104bc21232b350ed2d69c8fb432d9e5
293,0.36355691424899839,108.54561804200056,370,0,0,4060924bd4142dc7699c13b9eafe454fac445e14ae25f4b9631bf6da4b1a043c
294,0.32020129007203241,112.3353148469978,370,0,0,cd40c63ddcbe09f08a10a8cc050b6e5e25b03a204c49c0520edb70d90234b917
295,0.41831624631615327,111.6161351970004,370,0,0,0f45ec0ad2faecd167e137fcf63112192bc9d02d71a65c33c9e8a9042321c260
296,0.42817290363823118,109.23491801300042,370,0,0,b40b52cde2692926044b236647b48bbb0f2f6896da21769bba0412c4218070dc
297,0.3547098268047863,109.68244611499904,370,0,0,750e64f87e151eb6e143fe558fe7b2fc2ead75fd18bb88553bef0323e57479bc
298,0.43328847112481889,105.15693272000136,370,0,0,383cc0dad85fbe32acac24878ea5111fdadf11cc9a14a206e924df275840f098
299,0.38259750028395312,106.89574459999858,370,0,0,ee31c553d1689bb72bb26a4e1ade97e8d3cb63be2d04fa96d0444a8f53481a68
300,0.42148176291891698,103.66530187600074,370,0,0,b3c44451a9059aec24b72a494f26c56748140312d18f30c7c5a2efe13bc6acf0
301,0.40362158558912231,107.85912650200044,370,0,0,13e0df78743fccbaa5396ff4b5f965d7c19dddb61c14adc470fb873ac5f9c62b
302,0.44180294404727061,132.39390681299847,370,0,0,d92dea639efb3b5e87c40ba53e59c0dd989d52493d2353201a4c83dbb350bf5f
303,0.41275506629215403,133.05208879499696,370,0,0,48ca64be043f0a62320a87259dab7dcb14a56a171c25ac2b0b7c6b30433e84ee
304,0.40174219832463698,122.95252444399377,370,0,0,ddfb3b32e8b9865253b28ac8939818cf3bc04e8d3929e07cb03710f6a2e1d41f
305,0.42772179289325829,125.6053790710066,370,0,0,e47e4a048f809f8481bb875e43f15a6a3ab16fe6102e42fd358ab8f6066b1357
306,0.42393719661459278,126.42833006100408,370,0,0,1336a2a2911451d0659a85d1244399a0116ef4110da96cb70049c48b0b203696
307,0.45084201620837738,116.35361189399556,370,0,0,d73965f6136531d1ec1d7c40a5f9b0fad5f6cd7e3e6936b5e7c0396d05bebda5
308,0.43156670644535622,97.609605268000436,370,0,0,b8cf8d65bd222ad34a0d3608312fd6ca6cb9d9eba725270cd68d6444efbbe9c7
309,0.4317640078071211,104.21799947399995,370,0,0,d1cf0b95e8af43daa99e77e68f90bff7456852f3eb45aa13defa73ccc4254ca7
310,0.38801333611360078,76.627901255000324,370,0,0,292d80f07bd914debb7fffd4fc2e761103c791b38a418b66184b8a1fb785ebc9
311,0.43449162198701657,85.355230093999126,370,0,0,1cb25856eaf82dc34091344389028c5cde1896502d670c0807d557dcbb998f24
312,0.414650679382284,129.68884025200532,370,0,0,e7138e13fc299e2c852fe07279eb89d5a50d6869c76200769211a7963f0f7438
313,0.43319914231859857,125.91641523499857,370,0,0,dd3aea65aa6673cd44371fa62426f201d63b9544bfac846550cc60bc1103c35f
314,0.44629311902618429,94.742222109001887,370,0,0,6508e71216d42db3f6ed9b3d34948a6da2ed1bd9611381a88f2332c7a85e90e0
315,0.41477422100153161,96.481141517000637,370,0,0,3b7e9136ef5d8b5984bf5de42ff64d2a8fb085930b285bea0c0845de695c9967
316,0.37996243571644428,97.798691408999716,370,0,0,c7b1f47c4c4ddb72235328cc1d863c861fb05aac656c1a933112da1b0cb22d9e
317,0.4075746746087861,97.245616251002502,370,0,0,20fd40da4585615187da1e42f57733e8691ee9a4f720fc4d3bcb72b34ab4eca6
318,0.428483453331515,98.442644196999041,370,0,0,2d01c3861370e863c5084d8726d23b7b38f12e964fd6296a997135b1406e4772
319,0.40562418940837208,97.151533477001081,370,0,0,c25770ab4234c3fbf9248786c19aa7bfde5ecc75ad47ae57a227c1f559930f1c
320,0.42651302391817147,102.0561107709982,370,0,0,304f95af4fb23c41811a8442a5ee623f8a0dbb2c88ffd11927ca97096d3251b6
321,0.38208389231774192,97.067968678999023,370,0,0,00498061cc282198260e6a9c5752ae66e83e5ea1eec85f6fb7ccf04f0ed86d84
322,0.38982818300243888,102.57288240200069,370,0,0,18340ef5633cc5cce31b3092e4c21eb808385ce78bf4034f25a5fc3b1f57b03b
323,0.40197054990739117,99.328248206998978,370,0,0,cebd2af56dba291ce43b981656fbdd62ec8f3fea7be0d2e5886e216b417ff197
324,0.41648429227199008,97.195198822002567,370,0,0,93c132031ba7c1fe2c7f098c0271ad22541846b701aa22d4ad28930564c63f23
325,0.3943714610764803,96.786987211002284,370,0,0,3f0f6f2d7398594788f061f5eaedfdd9d05b0a49cae28700cde17ef75fff361d
326,0.36024613249518078,124.71656816500035,370,0,0,db5f6bfe48d7fe729f592993097a38924a016ae969823bc445042113883e6ce9
327,0.46655375738431121,125.69465565300196,370,0,0,137f51645ee6b0823838357e08300d8ce1f960c5152aef6ba090861123e78257
328,0.37449394552726217,123.16552909600432,370,0,0,ec237b3440438fa16d344bd52089022d9e22a5274cd8ec9ea06bdec72723e4e0
329,0.38744926202824309,129.16092420399946,370,0,0,d50fec157edeef2261b52f8baa85498c73f31022af93be22f3e31bd675e26f43
330,0.38512325004478781,79.34752771499916,370,0,0,5e2bc1719d188f853d013850f569b97fa19618e0371f14ee5c3d46642fb813a4
331,0.4047688195758084,101.69764833400404,370,0,0,52a718a4b6812bdbb1fa0fa616b63d451471cf02d7d62405d2833d228a55610a
332,0.38947731263274271,113.45172569999704,370,0,0,6de35415e6244a3cb5b4008018bee32b481107e8ecfe8af3f1d56e382cf6e539
333,0.45853660484630471,109.00691873700271,370,0,0,b8ef4fb85d89db944fbdeadc22213284b86e5a43507930426d41158ac0127613
334,0.44279185584717079,119.89618250300556,370,0,0,ec6dc8d4677fcc22194ead8b19d4c4760f090458c64d590f156c9a501f69cd17
335,0.41506512760977099,128.69896136900206,370,0,0,5ed364c4813c8068fd2aad96c4dbdab0f1a7ea1637ca8a2f9a822ee30a12b119
336,0.44037781066434373,92.9969893419984,370,0,0,c80c3fca05269a3cb65b262349c564d0b79f31f57344f5a8a2463880f32548d5
337,0.35698254491140002,134.97027446799621,370,0,0,1a68780ce5470b4ee06908de920a707da8d6e0918428cfa627eb72cfe5623d71
338,0.45396652714548841,128.98137727399444,370,0,0,a22f5dc6c31bc94c3d8ef9c0bedd1e952732a4d9bdbd5f353bd33475ee54bff4
339,0.36024461830397808,119.36602483699971,370,0,0,f42fe2880332538e6007d42236368dfac25394547f5a376fa5baa7ca88baed34
340,0.38109113517982551,101.21490425200318,370,0,0,7a1ca41db309ff17df705fc20f181687529a688ab559daa884b05bc43d2f0215
341,0.43234903049152867,125.72691497800406,370,0,0,98c5259ea002da08f0ec74c4d80a61b9876d652a9b66613d34b864d569a935c6
342,0.37103585773534131,116.27447252300044,370,0,0,6273672fc9fc76932fdcf3c75f983ebf1d7ce24bb1a029ffa09e85e06ea0a2cd
343,0.43905178332561151,125.52583820499422,370,0,0,cf40b5068d23c8496abeab7cd80dbc1c0c3569cab786060d02df1670a455e12b
344,0.456183768766104,129.5497644499992,370,0,0,be78c65de5f70fe54597c5069cb1531fc693b3bac9e79a530f57ebb8c49073a4
345,0.3909014490337413,163.40161931300099,370,0,0,8a4bb7b630a3a237b23e08424d9b8e0af51ddeb12dce0bb187a84bb57180d822
346,0.39648561993831638,148.34513384199818,370,0,0,b27c3cf9b83570d64fbdece48086be5a1459ec1e33661305fff5a35670fcdfca
347,0.38931155075125801,111.56598362700606,370,0,0,4fdb22ba1f46f54098657473cdb6172e750067d17727d24060480b364b1d0e01
348,0.4106953450843443,136.60603919899586,370,0,0,b47fe17ec313bf2976b69cb99850575e4138ba831d0d6f5c3d94d5dd930255e7
349,0.41058355575720751,128.84020360300201,370,0,0,cd2568f0cb18382b94060d0c19e87c0752cb55e8a24eb31dcec922687c5ed967
350,0.38225918863006247,111.44110747000376,370,0,0,45a9089367e0766ad5cb1f8c4483b6c08a84e54297ce23a0ae3dc7c820b54a03
351,0.41939505483956468,132.38091700899531,370,0,0,f030d39cb7bedcbef6122b6e150072c3fe48d3908e7bc2349d5b4cd9cdbe6a32
352,0.44011363661068692,131.46064169199963,370,0,0,d89613253bc1607e5352ac9d3bd0984405e84a397dbd8f2de086a91be4a0b7a9
353,0.43661340646375318,84.241076996004267,370,0,0,7c1eadfb2ddc9e6d9e601ae3643aceb95c6bed597a4de130fad559a33cab4209
354,0.44113504438679058,125.37985555499472,370,0,0,db3ef1ad96a68cb472b436393cd0f21a7f7616dbe09ef77ea4692c8a9540e827
355,0.3942059001499465,115.72315133899974,370,0,0,a743dfc9ebf480c6e019635a68671e7aaeb00ce51e4aa092839c29ea705a7d9d
356,0.44557182878151408,131.41875144400549,370,0,0,9b050c4035eec3a11ba4e35b1bf05503f09b323a51e8ca20f955ecb152c31401
357,0.36638855254220021,109.71791085699806,370,0,0,9802a6575021105b223ca780d6990f210f6b372eba834f9dc947d19b2ec6a788
358,0.38813453438294948,130.20673596699635,370,0,0,6adbcabf7e32845be00c5c4d336ef9837e2f45ce8471c9581437cecd457b32ed
359,0.4418954639822229,119.36097903700283,370,0,0,e38b63151283dc2dcea64bf85cb1bcc854eb8244ef7a1e3fd8709d11bed0d607
360,0.4252727300846515,129.42464710499917,370,0,0,d2f474f6918c604597b168c280d5ad267a47d0908c8d4164e5f8dd1bf2af2d52
361,0.40666006557051892,117.63473636999696,370,0,0,2655a693be63645959113422d4f50c4ce671cf77739082a6230619e37db8d1d7
362,0.39635383898913712,80.56466469100269,370,0,0,bd4ddc87905cd27ce1e3a9b0f76287ccdc053690e672d6dcfa96253c555d7151
363,0.4040854325216876,123.03158444799919,370,0,0,c7314855c4d81f09618603066577d3f3edb43b03b282b8f010059be3c508c244
364,0.36698072243867419,84.582890335994307,370,0,0,6cccf3c72a0cb6ff626efc277b48c2a195f382a923570f0209a61a243849e4f4
365,0.36151636133330572,131.61678575700353,370,0,0,6c6d4b470295a32a9a96025eca5da073805e18574a6f0bd7f153b0515c6f7bee
366,0.39402856714605111,135.25431282699719,370,0,0,964d43ff1764544c9d659003ba515dbc5e16842b07b1be5c559bf725399f37ac
367,0.3703993439376328,126.61305261099916,370,0,0,6fa06e2d1714ac1743f04377fe917bdd760f05ce51aa67d97ece09ed5e8985dd
368,0.38328063753623798,81.20886006699584,370,0,0,9e9120f031597e59d3a3ca010a3099c79655d20306691a27c6c2055110a2ab5c
369,0.44682971085247269,124.47277425100036,370,0,0,a94073740cdd197ebc91a008bdcc414d17227e578943379c6efaab722ba2a0d3
370,0.39704157773260917,124.07161444899975,370,0,0,f77db055c55c2d552e290cc7a3315649bf2886da8b20e9e432243f93b7245de8
371,0.38434960917010691,83.371824702000595,370,0,0,2de229aefc81d187e4a0c35deae3bd42ddf7536c76cdcf9d66ae128c18dba414
372,0.49093651966374791,125.73965955399764,370,0,0,5548c76d998479d0c6e30b797b6c922482f186cf02a5c37fef73fdc9f22f3edd
373,0.39798239091480531,84.459567612997489,370,0,0,4141d0d0d55e49ccd00549fa84540fa8d51e8d63d5aa759ab20e1d41242b0dfb
374,0.38585432051608348,137.2681997480031,370,0,0,bc57c420f1138aeb1149e4a3773a26b544eb2988669f552851119afcf92b698b
375,0.36194116148479738,132.63355789100024,370,0,0,ea66266afb5524e5f76c2dccd40eeca50dd990fc85b626fcd9ad402f813855bf
376,0.41521492771312429,121.90135249200102,370,0,0,d8b929155697cf0f48a2b05df688935b13becadc3fb2e5f8c9f48c1b4f8ac80a
377,0.51423212714353972,79.961036715001683,370,0,0,198b320336cdbbd81f46ab9d864dd5696e888802c8d08f7f283f9b1546240ac1
378,0.34051089933128559,120.88703303800141,370,0,0,8fb77c9be022122b022f6660bf1cc477b0d595a8c69c5daafe5f45808dba1509
379,0.42143662565765377,123.89943040199432,370,0,0,1b88829774a38694b000239a0745c3285d754d75676056df72554b8eb216ee44
380,0.43187717131780101,80.533831888998975,370,0,0,22ca5be7c392ba14e68934975009adc3f990a36f5f581b9c9e191f0b44a8cc0e
381,0.41610702934297772,123.3036355889999,370,0,0,61e01bd379c93528f8adda38f41bbe684b230260134efd30ec9b3ec483c05e7e
382,0.41973175992844702,82.055125471997599,370,0,0,03e164e27950cc46fb893e3dac8a5d0e2626a9284ac62da9bfad4929958daf9b
383,0.4942677808264353,123.54249504199834,370,0,0,18a0684db8910ac5f84560b50270bae8522515f418dd47317f14a62d9da6204c
384,0.37721648856884649,129.53064207600255,370,0,0,cb2dfaec51087a3fdc3cbf73167fd7bbee35bc65fefea666db8c9e26d0c71afe
385,0.34428336471681809,82.475218159997894,370,0,0,9d9f11a657061881e4ac1ed3fa98db01e6967dc5efd921b743368da146fcfda4
386,0.39573749943728009,131.55943373499758,370,0,0,9d781654341e26841fbac6dc73ab68dea39f5fd204d0d97a4a4e15f2df8ab65e
387,0.4081798836778196,124.79308821899758,370,0,0,f1ad3cd948288b5f39b279816c93c371bf9c07043512770a5fe1112adc4522c0
388,0.36460714825704649,125.23734550700463,370,0,0,fa3faab04f70ca8353f079ed147a2f865758d4180b7acfcbdaccac6680be30ac
389,0.47938858053177941,81.363226604000374,370,0,0,e9a68ad4f0de0eedc6804a4cee87d216d3608dbfb7d76be509379b1f96945262
390,0.33557834152234373,125.34707591700136,370,0,0,0caa5908dad42910de71f68f235efb5a87f5876e62df6e38c5552c171070b3cc
391,0.39987890745505411,88.284513646998676,370,0,0,5d1e0958ecb667bba349414fa4c5578830c52679c764a2e762744f872915f23b
392,0.439029833696928,124.11186163200182,370,0,0,8ad1ed1b3802c98246dbcd505b304180c5a4352d55ca0a49f60589277fa2ce54
393,0.31858789378344771,139.32049275899772,370,0,0,1de01986012e9f127136026b45cf5116dfa8dcea0fdc568508c0804ee2670a6a
394,0.33016422326853467,88.550508499996795,370,0,0,0ce3160012b1f639f17a8b46f2ced643076afdb5f1a5ed1f49952f3bf37fea35
395,0.40613160596659997,135.90784403900034,370,0,0,6d4a772c869e8ff5b6fd5370bb6d7b75b604ad74d322fe37bfb9c3630b39ef20
396,0.44448843449082831,123.03120008499536,370,0,0,e03b5f8af1eb995b2759b793f602edaffb0390dfc1aab10a4fff2c84431277fe
397,0.3839086907399652,129.27126696699997,370,0,0,430177a3698d3a07cbc86da18106a68e5868943134cae1b9611ecb72c7fe4464
398,0.40216312319761222,96.307637060002875,370,0,0,770f144282bcaacbb3ec7ba9a8b84d321f912ec21e422e6ef61518e343dda3b4
399,0.40396438520646938,121.01345708000008,370,0,0,aa8f3117e7a52d762f2f1dcfb930ba9a12c166b2bddcebac76f8610a28718ea9
400,0.42233708640099299,114.59878014699645,370,0,0,8daf7d533d848f3ad6f60465faf607f65e91e5fc4c0bcd767bf15ffcd58af7ea
401,0.3826755257355573,125.43106154500128,370,0,0,20e84a0a57f6800e3f34101c78deafc1d425a650bfbb5fa6f4a86b9c7aeca4d5
402,0.41843419438118001,104.13663950999762,370,0,0,43ecacc08a14b4f800978e4f79fccc111ffd837d9860ba799a613fb085f6d140
403,0.4200478794619083,113.72115786300128,370,0,0,8fa272b2cf576b434a3adff578a3b73a5c76d4e3838b5bc54c28fa458bff4304
404,0.4465650080264168,90.065670536998368,370,0,0,451bec9d7a6cdb0fd4891f1ad42c8e8668146541c5da67d194ec30142c16e533
405,0.37188910449563439,124.72221984699718,370,0,0,cf28f878f89ca325a586c7bcfe90526dd8ac51a2f7d787230ab81caf7bc9aace
406,0.39003092581959181,118.081823463006,370,0,0,9d7521cb831371e6f756d1cc146c575ba407204281a838019012c601fdbfaed0
407,0.42865077391792311,123.78761634299735,370,0,0,eba61e6c8c839532b656c8ec9a693c59325e096d305889092166765a88493c09
